block	line	offset	kind	speaker	flag	win	cells	budget	japanese	english
380	1	0x007612	page	0000	0000	2323	10	20	ここで姿を消した……	
381	0	0x007630	page	0100	0000	2424	12	24	以蔵にとどめを刺すことも	
381	1	0x00764A	page	0100	0000	2424	6	12	できたはずだ	
381	2	0x007658	page	0100	0000	2424	6	12	いったい……	
382	0	0x00766E	page	0001	0000	2323	3	6	うわ！	
383	0	0x00767E	page	0203	0000	2424	4	8	きゃあ！	
384	0	0x007690	page	0200	0000	2323	12	24	以蔵さんが言ってた風って	
384	1	0x0076AA	page	0200	0000	2323	7	14	このことね……	
385	0	0x0076C2	page	0000	0000	2323	11	22	まったく、人騒がせだぜ	
386	0	0x0076E2	page	0000	0000	2323	4	8	いったい	
386	1	0x0076EC	page	0000	0000	2323	8	16	どういうことだ？	
387	0	0x007706	page	0200	0000	2424	2	4	さあ	
387	1	0x00770C	page	0200	0000	2424	12	24	でも魔法がからんでるのは	
387	2	0x007726	page	0200	0000	2424	8	16	間違いなさそうね	
388	0	0x007740	page	0201	0000	2323	11	22	あたしはマオっていうの	
388	1	0x007758	page	0201	0000	2323	5	10	あなたは？	
389	0	0x00776A	page	1D00	0001		2	4	……	
390	0	0x007778	page	0201	0000	2323	10	20	こわがることはないわ	
390	1	0x00778E	page	0201	0000	2323	7	14	名前を教えて？	
391	0	0x0077A6	page	1D00	0001	2424	2	4	……	
392	0	0x0077AE	page			2424	8	16	名前なんてないよ	
392	1	0x0077C0	page			2424	10	20	みんなは、チョロって	
392	2	0x0077D6	page			2424	4	8	呼ぶけど	
393	0	0x0077E8	page	0200	0000	2323	3	6	あなた	
393	1	0x0077F0	page	0200	0000	2323	9	18	魔法が使えるのね？	
394	0	0x00780C	page	1D00	0001	2424	6	12	……まほう？	
395	0	0x00781C	page			2424	4	8	ちがうよ	
395	1	0x007826	page			2424	11	22	見えないともだちの力を	
395	2	0x00783E	page			2424	7	14	かりてるだけさ	
396	0	0x007856	page	0000	0000	2424	3	6	友達？	
397	0	0x007866	page	0200	0000	2424	3	6	たぶん	
397	1	0x00786E	page	0200	0000	2424	9	18	街の精霊のことだわ	
398	0	0x007884	page			2424	3	6	彼には	
398	1	0x00788C	page			2424	9	18	シャーマンの能力が	
398	2	0x0078A0	page			2424	7	14	感じられるもの	
399	0	0x0078B8	page	0200	0000	2323	2	4	ねえ	
399	1	0x0078BE	page	0200	0000	2323	9	18	教えてくれないかな	
400	0	0x0078D4	page			2424	11	22	辻斬りのことなんだけど	
401	0	0x0078F4	page	1D00	0001	2424	2	4	……	
402	0	0x007902	page	0200	0000	2323	9	18	あなたを襲ったのは	
402	1	0x007916	page	0200	0000	2323	4	8	この人？	
403	0	0x007928	page	1D00	0001	2323	2	4	！！	
404	0	0x007936	page	0201	0000	2424	4	8	ごめんね	
404	1	0x007940	page	0201	0000	2424	8	16	驚かすつもりじゃ	
404	2	0x007952	page	0201	0000	2424	8	16	なかったんだけど	
405	0	0x00796C	page	0200	0000	2323	11	22	こいつに襲われたのね？	
406	0	0x00798C	page	1D00	0001	2424	4	8	……うん	
407	0	0x00799E	page	1D00	0001	2323	2	4	……	
408	0	0x0079A6	page			2424	12	24	……いつもとおなじように	
408	1	0x0079C0	page			2424	6	12	このあたりで	
408	2	0x0079CE	page			2424	7	14	あそんでたんだ	
409	0	0x0079E0	page			2424	4	8	そしたら	
409	1	0x0079EA	page			2424	13	26	そいつがおそいかかってきた	
410	0	0x007A08	page			2424	11	22	どこから出てきたのかも	
410	1	0x007A20	page			2424	7	14	わかんなかった	
411	0	0x007A38	page	1D00	0001	2323	4	8	そいつに	
411	1	0x007A42	page	1D00	0001	2323	11	22	どんどん追っかけられて	
412	0	0x007A5C	page			2424	10	20	もう逃げらんないって	
412	1	0x007A72	page			2424	4	8	おもった	
413	0	0x007A7E	page			2424	2	4	でも	
413	1	0x007A84	page			2424	4	8	だれかが	
413	2	0x007A8E	page			2424	9	18	たすけてくれたんだ	
414	0	0x007AAA	page	0200	0000	2323	2	4	え？	
414	1	0x007AB0	page	0200	0000	2323	10	20	誰かが助けてくれた？	
415	0	0x007ACE	page	1D00	0001	2424	2	4	うん	
416	0	0x007AD6	page			2424	12	24	『たすけてほしいか』って	
416	1	0x007AF0	page			2424	6	12	声がきこえて	
417	0	0x007B00	page			2424	12	24	たすけてくれって言ったら	
417	1	0x007B1A	page			2424	12	24	あいつが消えちゃったんだ	
418	0	0x007B3C	page	1D00	0001	2323	4	8	どっちも	
418	1	0x007B46	page	1D00	0001	2323	8	16	ともだちに似てた	
419	0	0x007B5A	page			2424	2	4	でも	
419	1	0x007B60	page			2424	10	20	追いかけてきたほうは	
419	2	0x007B76	page			2424	12	24	ともだちなんかじゃないよ	
420	0	0x007B98	page	0200	0000	2323	8	16	もうだいじょうぶ	
420	1	0x007BAA	page	0200	0000	2323	6	12	危険はないわ	
421	0	0x007BC0	page	1D00	0001	2323	7	14	……ほんとう？	
422	0	0x007BD8	page	0201	0000	2424	3	6	本当よ	
422	1	0x007BE0	page	0201	0000	2424	7	14	あたしを信じて	
423	0	0x007BF4	count			2323	2	4	周囲	
424	0	0x007BFC	count				4	8	仲間	
424	1	0x007C06	count				4	8	通行人1	
424	2	0x007C10	count				4	8	通行人2	
424	3	0x007C1A	count				4	8	通行人3	
425	0	0x007C2C	page	0200	0000		3	6	渋谷は	
425	1	0x007C34	page	0200	0000		11	22	とてもきらびやかな街だ	
426	0	0x007C4E	page			2424	2	4	でも	
427	0	0x007C56	page			2424	4	8	裏通りに	
427	1	0x007C60	page			2424	10	20	一歩足を踏み入れれば	
427	2	0x007C76	page			2424	11	22	もうひとつの顔が見える	
428	0	0x007C90	page			2424	10	20	渋谷のもうひとつの顔	
428	1	0x007CA6	page			2424	10	20	ギャングたちが集まる	
428	2	0x007CBC	page			2424	4	8	危険な街	
429	0	0x007CC8	page			2424	6	12	影のなかでは	
429	1	0x007CD6	page			2424	7	14	ギャングたちが	
429	2	0x007CE6	page			2424	10	20	戦いを繰り広げている	
430	0	0x007D04	page	0200	0000	2323	4	8	表通りは	
430	1	0x007D0E	page	0200	0000	2323	9	18	はなやかだけど……	
431	0	0x007D2A	page	0200	0000	2323	7	14	辻斬りの現場は	
431	1	0x007D3A	page	0200	0000	2323	7	14	裏通りみたいね	
432	0	0x007D52	page	0300	0000	2323	10	20	表通りは華やかですね	
432	1	0x007D68	page	0300	0000	2323	16	32	ここじゃ、さすがにギャングたちは	
432	2	0x007D8A	page	0300	0000	2323	6	12	見当たらない	
433	0	0x007DA0	page	0300	0000	2323	4	8	やっぱり	
433	1	0x007DAA	page	0300	0000	2323	8	16	ギャングの評判は	
433	2	0x007DBC	page	0300	0000	2323	8	16	よくありませんね	
434	0	0x007DD0	page			2424	4	8	裏通りは	
434	1	0x007DDA	page			2424	11	22	彼らの天下、ですか……	
435	0	0x007DFA	page	1900	0001	2323	6	12	辻斬り事件？	
435	1	0x007E08	page	1900	0001	2323	3	6	どうせ	
435	2	0x007E10	page	1900	0001	2323	12	24	ギャングどもの抗争だろう	
436	0	0x007E2C	page			2424	7	14	このあたりじゃ	
436	1	0x007E3C	page			2424	8	16	まだおとなしいが	
436	2	0x007E4E	page			2424	15	30	裏通りはギャングたちの天下だよ	
437	0	0x007E76	page	1900	0001	2323	5	10	表通りじゃ	
437	1	0x007E82	page	1900	0001	2323	10	20	事件は起きてないなあ	
438	0	0x007E9A	page			2424	6	12	事件のことを	
438	1	0x007EA8	page			2424	9	18	知りたいんだったら	
438	2	0x007EBC	page			2424	12	24	裏通りに行って見るんだな	
439	0	0x007EDE	page	1A00	0001	2323	9	18	『オンフォール』？	
439	1	0x007EF2	page	1A00	0001	2323	4	8	……ああ	
439	2	0x007EFC	page	1A00	0001	2323	6	12	知ってますよ	
440	0	0x007F0C	page			2424	2	4	でも	
440	1	0x007F12	page			2424	11	22	あそこはギャングどもの	
440	2	0x007F2A	page			2424	7	14	溜まり場ですよ	
441	0	0x007F42	page	1A00	0001	2323	8	16	場所を教えるのは	
441	1	0x007F54	page	1A00	0001	2323	8	16	かまいませんけど	
442	0	0x007F68	page			2424	5	10	普通の人が	
442	1	0x007F74	page			2424	12	24	行く場所じゃありませんよ	
443	0	0x007F96	page	1B00	0001	2323	11	22	ストリート・ギャング？	
444	0	0x007FB0	page			2424	6	12	このへんじゃ	
444	1	0x007FBE	page			2424	11	22	メタルなんとかってのが	
444	2	0x007FD6	page			2424	9	18	強いって話だけどね	
445	0	0x007FF2	page	1B00	0001	2323	11	22	メタルはいろんな連中を	
445	1	0x00800A	page	1B00	0001	2323	9	18	相手にしてるからね	
446	0	0x008020	page			2424	9	18	最近も横浜の連中や	
446	1	0x008034	page			2424	9	18	武空ってギャングと	
446	2	0x008048	page			2424	4	8	戦ってた	
447	0	0x00805A	page	1B00	0001	2323	12	24	武空に会いたいんだったら	
447	1	0x008074	page	1B00	0001	2323	12	24	裏通りにある『逆島屋』に	
447	2	0x00808E	page	1B00	0001	2323	5	10	行ってみな	
448	0	0x00809E	count			2323	4	8	逆島屋	
448	1	0x0080A8	count			2323	4	8	ギャング	
449	0	0x0080B4	count				2	4	仲間	
449	1	0x0080BA	count				2	4	武空	
450	0	0x0080C2	count				8	16	挑発するように	
450	1	0x0080D4	count				8	16	なだめるように	
450	2	0x0080E6	count				8	16	たしなめるように	
450	3	0x0080F8	count				8	16	あくまで冷静に	
451	0	0x008110	page	0200	0000		9	18	表通りとは正反対ね	
451	1	0x008124	page	0200	0000		9	18	暗くって危険な感じ	
452	0	0x008140	page	0200	0000	2323	8	16	すごく古めかしい	
452	1	0x008152	page	0200	0000	2323	7	14	感じの店だけど	
453	0	0x00816A	page	0200	0000	2323	12	24	あたりにたむろしてるのが	
453	1	0x008184	page	0200	0000	2323	8	16	武空のメンバーね	
454	0	0x00819E	page	0200	0000	2323	7	14	この雰囲気じゃ	
454	1	0x0081AE	page	0200	0000	2323	5	10	普通の人は	
454	2	0x0081BA	page	0200	0000	2323	11	22	なかなか近よれないわね	
455	0	0x0081DA	page	0200	0000	2323	4	8	あらあら	
456	0	0x0081E6	page			2424	3	6	なんか	
456	1	0x0081EE	page			2424	4	8	雰囲気が	
456	2	0x0081F8	page			2424	13	26	ピリピリしてきちゃったわね	
457	0	0x00821C	page	0200	0000	2323	9	18	ギャングたちの姿が	
457	1	0x008230	page	0200	0000	2323	5	10	見えないわ	
457	2	0x00823C	page	0200	0000	2323	9	18	店もからっぽみたい	
458	0	0x008258	page	0000	0000	2323	7	14	スキンヘッドが	
458	1	0x008268	page	0000	0000	2323	3	6	連中の	
458	2	0x008270	page	0000	0000	2323	12	24	トレードマークみたいだな	
459	0	0x008292	page	0200	0000	2424	6	12	ヤな感じ……	
460	0	0x0082A2	page			2424	10	20	こっちをにらみつけて	
460	1	0x0082B8	page			2424	6	12	あたしたちを	
460	2	0x0082C6	page			2424	6	12	威嚇してるわ	
461	0	0x0082DC	page	0200	0000	2323	6	12	あたしたちを	
461	1	0x0082EA	page	0200	0000	2323	6	12	警戒してるわ	
461	2	0x0082F8	page	0200	0000	2323	6	12	どうしよう？	
462	0	0x00830E	page	0200	0000	2323	4	8	なんだか	
462	1	0x008318	page	0200	0000	2323	11	22	みんな怯えてるみたいね	
463	0	0x008338	page	0200	0000	2323	4	8	さすがに	
463	1	0x008342	page	0200	0000	2323	11	22	あたしたちに気を許した	
463	2	0x00835A	page	0200	0000	2323	9	18	わけじゃないみたい	
464	0	0x008376	page	0200	0000	2323	13	26	もう、ここにはいないようね	
465	0	0x00839A	page	0100	0000	2323	4	8	さっさと	
465	1	0x0083A4	page	0100	0000	2323	11	22	用事を済ませてしまおう	
466	0	0x0083C4	page	0100	0000	2323	6	12	武空の連中は	
466	1	0x0083D2	page	0100	0000	2323	4	8	どこかに	
466	2	0x0083DC	page	0100	0000	2323	7	14	行ったようだな	
467	0	0x0083F4	page	1800	0001	2323	8	16	なんだてめえら？	
467	1	0x008406	page	1800	0001	2323	7	14	ここがどこだか	
467	2	0x008416	page	1800	0001	2323	8	16	わかってんのか？	
468	0	0x008430	page	0000	0000	2323	4	8	おいおい	
468	1	0x00843A	page	0000	0000	2323	11	22	そうとんがるなって……	
469	0	0x00845A	page	1800	0001	2424	5	10	うるせえ！	
469	1	0x008466	page	1800	0001	2424	5	10	てめえらに	
469	2	0x008472	page	1800	0001	2424	9	18	話すことなんかねえ	
470	0	0x00848E	page	1800	0001	2323	9	18	しつこい野郎どもだ	
471	0	0x0084A4	page			2424	3	6	……！	
472	0	0x0084AE	page			2424	4	8	てめえら	
472	1	0x0084B8	page			2424	9	18	まさかメタルの……	
473	0	0x0084D4	page	0000	0000	2424	4	8	おやおや	
474	0	0x0084E0	page			2424	9	18	血の気が多いうえに	
474	1	0x0084F4	page			2424	11	22	勘違いまでしてるのか？	
475	0	0x008514	page	0200	0000	2424	5	10	そうみたい	
476	0	0x008522	page			2424	6	12	あたしたちを	
476	1	0x008530	page			2424	9	18	メタルのメンバーと	
476	2	0x008544	page			2424	10	20	思ってるんじゃない？	
477	0	0x008562	page	0100	0000	2323	5	10	メタルには	
477	1	0x00856E	page	0100	0000	2323	12	24	ひどく痛めつけられたって	
477	2	0x008588	page	0100	0000	2323	4	8	話だが？	
478	0	0x00859A	page	1800	0001	2424	4	8	おまえら	
478	1	0x0085A4	page	1800	0001	2424	4	8	俺たちを	
478	2	0x0085AE	page	1800	0001	2424	8	16	笑いに来たのか？	
479	0	0x0085C8	page	1800	0001	2424	3	6	確かに	
479	1	0x0085D0	page	1800	0001	2424	6	12	ひどい有様さ	
479	2	0x0085DE	page	1800	0001	2424	12	24	奴らの勢いにはかなわねえ	
480	0	0x008600	page	0100	0000	2323	6	12	そのメタルが	
481	0	0x008610	page			2424	2	4	最近	
481	1	0x008616	page			2424	12	24	次々と襲われてるって話は	
481	2	0x008630	page			2424	5	10	どうだい？	
482	0	0x008644	page	1800	0001	2424	10	20	渋谷の辻斬り事件だろ	
482	1	0x00865A	page	1800	0001	2424	7	14	いい気味さ……	
483	0	0x008672	page	1800	0001	2424	5	10	……ん？！	
484	0	0x008680	page			2424	11	22	おまえら何が言いたい？	
484	1	0x008698	page			2424	3	6	まさか	
484	2	0x0086A0	page			2424	11	22	俺たちを疑ってるのか？	
485	0	0x0086C0	page	0100	0000	2424	2	4	ああ	
486	0	0x0086C8	page			2424	4	8	辻斬りが	
486	1	0x0086D2	page			2424	9	18	メタルへの報復なら	
486	2	0x0086E6	page			2424	15	30	おまえたちにも動機があるからな	
487	0	0x00870E	page	1800	0001	2424	10	20	ハハ、そいつは傑作だ	
488	0	0x00872C	page	0100	0000	2323	8	16	どういう意味だ？	
489	0	0x008746	page	1800	0001	2424	9	18	隠したって仕方ねえ	
490	0	0x00875C	page			2424	4	8	俺たちが	
490	1	0x008766	page			2424	10	20	まだ生きのびてるのは	
490	2	0x00877C	page			2424	9	18	奇跡みたいなもんさ	
491	0	0x008792	page			2424	8	16	いまの俺たちには	
491	1	0x0087A4	page			2424	13	26	メタルに手を出すほどの力は	
491	2	0x0087C0	page			2424	7	14	残っちゃいない	
492	0	0x0087D2	page			2424	8	16	信じる信じないは	
492	1	0x0087E4	page			2424	10	20	あんたの勝手だけどな	
493	0	0x008802	page	0100	0000	2323	3	6	じゃあ	
493	1	0x00880A	page	0100	0000	2323	7	14	あんたらが見て	
493	2	0x00881A	page	0100	0000	2323	9	18	誰が怪しいと思う？	
494	0	0x008836	page	1800	0001	2424	5	10	そんなのは	
494	1	0x008842	page	1800	0001	2424	4	8	俺たちの	
494	2	0x00884C	page	1800	0001	2424	9	18	知ったこっちゃねえ	
495	0	0x008862	page			2424	2	4	だが	
495	1	0x008868	page			2424	5	10	なんにせよ	
495	2	0x008874	page			2424	12	24	辻斬りはいい度胸してるさ	
496	0	0x008890	page			2424	7	14	メタルの奴らは	
496	1	0x0088A0	page			2424	9	18	この辻斬り事件さえ	
496	2	0x0088B4	page			2424	13	26	勢力拡大に使うつもりなのさ	
497	0	0x0088D2	page			2424	7	14	犯人がわかれば	
497	1	0x0088E2	page			2424	7	14	そいつ徹底的に	
497	2	0x0088F2	page			2424	10	20	つぶしにかかるだろう	
498	0	0x008910	page	1800	0001	2323	4	8	メタルも	
498	1	0x00891A	page	1800	0001	2323	9	18	辻斬りと同じくらい	
498	2	0x00892E	page	1800	0001	2323	7	14	恐ろしい連中さ	
499	0	0x008946	page	0200	0000	2424	4	8	メタルは	
499	1	0x008950	page	0200	0000	2424	6	12	この事件さえ	
499	2	0x00895E	page	0200	0000	2424	9	18	勢力拡大に使う……	
500	0	0x008974	page			2424	6	12	あたしたちが	
500	1	0x008982	page			2424	11	22	犯人を探しだしたとして	
501	0	0x00899C	page			2424	4	8	そこから	
501	1	0x0089A6	page			2424	8	16	また新しい戦いが	
501	2	0x0089B8	page			2424	9	18	起こるとしたら……	
502	0	0x0089D4	page	0100	0000	2424	2	4	……	
503	0	0x0089E2	page	0300	0000	2323	6	12	そのメタルが	
504	0	0x0089F2	page			2424	2	4	最近	
504	1	0x0089F8	page			2424	12	24	次々と襲われてるって話は	
504	2	0x008A12	page			2424	6	12	どうですか？	
505	0	0x008A28	page	1800	0001	2424	10	20	渋谷の辻斬り事件だろ	
505	1	0x008A3E	page	1800	0001	2424	5	10	いい気味さ	
506	0	0x008A4C	page			2424	4	8	……？！	
507	0	0x008A58	page			2424	11	22	おまえら何が言いたい？	
507	1	0x008A70	page			2424	3	6	まさか	
507	2	0x008A78	page			2424	11	22	俺たちを疑ってるのか？	
508	0	0x008A98	page	0300	0000	2424	5	10	そうですね	
509	0	0x008AA6	page			2424	4	8	辻斬りが	
509	1	0x008AB0	page			2424	9	18	メタルへの報復なら	
510	0	0x008AC6	page			2424	7	14	あなたたちにも	
510	1	0x008AD6	page			2424	11	22	動機があるわけですから	
511	0	0x008AF6	page	1800	0001	2424	10	20	ハハ、そいつは傑作だ	
512	0	0x008B14	page	0300	0000	2323	9	18	どういう意味です？	
513	0	0x008B30	page	1800	0001	2424	9	18	隠したって仕方ねえ	
514	0	0x008B46	page			2424	4	8	俺たちが	
514	1	0x008B50	page			2424	10	20	まだ生きのびてるのは	
514	2	0x008B66	page			2424	9	18	奇跡みたいなもんさ	
515	0	0x008B7C	page			2424	8	16	いまの俺たちには	
515	1	0x008B8E	page			2424	13	26	メタルに手を出すほどの力は	
515	2	0x008BAA	page			2424	7	14	残っちゃいない	
516	0	0x008BBC	page			2424	8	16	信じる信じないは	
516	1	0x008BCE	page			2424	10	20	あんたの勝手だけどな	
517	0	0x008BEC	page	0300	0000	2323	3	6	じゃあ	
517	1	0x008BF4	page	0300	0000	2323	8	16	あなたがたが見て	
517	2	0x008C06	page	0300	0000	2323	11	22	誰が怪しいと思います？	
518	0	0x008C26	page	1800	0001	2424	6	12	そんなことは	
518	1	0x008C34	page	1800	0001	2424	4	8	俺たちの	
518	2	0x008C3E	page	1800	0001	2424	9	18	知ったこっちゃねえ	
519	0	0x008C54	page			2424	2	4	だが	
519	1	0x008C5A	page			2424	5	10	なんにせよ	
519	2	0x008C66	page			2424	12	24	辻斬りはいい度胸してるさ	
520	0	0x008C82	page			2424	7	14	メタルの奴らは	
520	1	0x008C92	page			2424	9	18	この辻斬り事件さえ	
520	2	0x008CA6	page			2424	13	26	勢力拡大に使うつもりなのさ	
521	0	0x008CC4	page			2424	7	14	犯人がわかれば	
521	1	0x008CD4	page			2424	4	8	徹底的に	
521	2	0x008CDE	page			2424	10	20	つぶしにかかるだろう	
522	0	0x008CFC	page	1800	0001	2323	4	8	メタルも	
522	1	0x008D06	page	1800	0001	2323	9	18	辻斬りと同じくらい	
522	2	0x008D1A	page	1800	0001	2323	7	14	恐ろしい連中さ	
523	0	0x008D32	page	0200	0000	2424	4	8	メタルは	
523	1	0x008D3C	page	0200	0000	2424	6	12	この事件さえ	
523	2	0x008D4A	page	0200	0000	2424	9	18	勢力拡大に使う……	
524	0	0x008D60	page			2424	6	12	あたしたちが	
524	1	0x008D6E	page			2424	11	22	犯人を探しだしたとして	
525	0	0x008D88	page			2424	4	8	そこから	
525	1	0x008D92	page			2424	8	16	また新しい戦いが	
525	2	0x008DA4	page			2424	9	18	起こるとしたら……	
526	0	0x008DC0	page	0100	0000	2424	2	4	……	
527	0	0x008DCE	page	1800	0001	2323	5	10	おめえらか	
527	1	0x008DDA	page	1800	0001	2323	12	24	金を払う気になったかい？	
528	0	0x008DFC	page	FF00	0000	2323	13	26	どのように話しかけますか？	
529	0	0x008E20	page	0000	0000	2323	12	24	俺たちがメタルだとしたら	
529	1	0x008E3A	page	0000	0000	2323	7	14	どうするんだ？	
530	0	0x008E52	page	1800	0001	2424	3	6	ちっ！	
530	1	0x008E5A	page	1800	0001	2424	7	14	知れたことよ！	
531	0	0x008E72	page	0000	0000	2323	4	8	やれやれ	
531	1	0x008E7C	page	0000	0000	2323	11	22	話を聞きそびれちまった	
532	0	0x008E9C	page	0200	0000	2424	4	8	まったく	
532	1	0x008EA6	page	0200	0000	2424	4	8	あんたも	
532	2	0x008EB0	page	0200	0000	2424	10	20	血の気が多いんだから	
533	0	0x008ECE	page	0100	0000	2323	8	16	そうとんがるなよ	
533	1	0x008EE0	page	0100	0000	2323	4	8	俺たちは	
533	2	0x008EEA	page	0100	0000	2323	10	20	話を聞きにきただけさ	
534	0	0x008F08	page	1800	0001	2424	4	8	話だぁ？	
535	0	0x008F1A	page	0100	0000	2424	3	6	そうさ	
535	1	0x008F22	page	0100	0000	2424	10	20	聞きたいことを聞けば	
535	2	0x008F38	page	0100	0000	2424	4	8	退散する	
536	0	0x008F4A	page	1800	0001	2424	7	14	……おまえたち	
536	1	0x008F5A	page	1800	0001	2424	10	20	メタルじゃないのか？	
537	0	0x008F78	page	0100	0000	2424	2	4	ああ	
538	0	0x008F80	page			2424	5	10	このとおり	
538	1	0x008F8C	page			2424	10	20	武器も構えちゃいない	
539	0	0x008FAA	page	1800	0001	2424	2	4	……	
540	0	0x008FB8	page	1800	0001	2424	5	10	いいだろう	
540	1	0x008FC4	page	1800	0001	2424	11	22	あんたは信用できそうだ	
541	0	0x008FE4	page	0200	0000	2323	10	20	ピリピリする気持ちも	
541	1	0x008FFA	page	0200	0000	2323	5	10	わかるけど	
541	2	0x009006	page	0200	0000	2323	10	20	少しは落ちついたら？	
542	0	0x00901E	page			2424	3	6	これで	
542	1	0x009026	page			2424	12	24	メタル・ラビリンス相手に	
542	2	0x009040	page			2424	6	12	戦うだなんて	
543	0	0x009050	page			2424	8	16	信じられないわね	
544	0	0x00906A	page	1800	0001	2424	8	16	な・ん・だとぉ？	
545	0	0x009084	page	0200	0000	2424	2	4	ほら	
545	1	0x00908A	page	0200	0000	2424	7	14	そんな短気じゃ	
545	2	0x00909A	page	0200	0000	2424	9	18	やっていけないわよ	
546	0	0x0090B6	page	1800	0001	2424	6	12	うるせえっ！	
547	0	0x0090CC	page	0200	0000	2323	4	8	ちょっと	
547	1	0x0090D6	page	0200	0000	2323	11	22	やりすぎたみたいね……	
548	0	0x0090F6	page	0300	0000	2424	3	6	相手を	
548	1	0x0090FE	page	0300	0000	2424	12	24	怒らせてどうするんですか	
549	0	0x009120	page	0200	0000	2424	3	6	だって	
549	1	0x009128	page	0200	0000	2424	13	26	あんまりカリカリしてるのが	
549	2	0x009144	page	0200	0000	2424	11	22	おもしろかったんだもん	
550	0	0x009164	page	1800	0001	2323	10	20	へっ！　とんがり耳か	
550	1	0x00917A	page	1800	0001	2323	11	22	痛い目にあわねえうちに	
550	2	0x009192	page	1800	0001	2323	8	16	とっとと消えな！	
551	0	0x0091AC	page	0300	0000	2424	8	16	エルフにむかって	
551	1	0x0091BE	page	0300	0000	2424	11	22	そういう口のききかたは	
551	2	0x0091D6	page	0300	0000	2424	11	22	やめたほうが賢明ですね	
552	0	0x0091F0	page			2424	3	6	それに	
552	1	0x0091F8	page			2424	5	10	もうひとつ	
552	2	0x009204	page			2424	9	18	言っておきましょう	
553	0	0x00921A	page			2424	6	12	わたしたちは	
553	1	0x009228	page			2424	11	22	ギャングではありません	
554	0	0x009248	page	1800	0001	2424	3	6	けっ！	
554	1	0x009250	page	1800	0001	2424	11	22	そのお偉いエルフさんが	
554	2	0x009268	page	1800	0001	2424	6	12	なんの用だ？	
555	0	0x00927E	page	0300	0000	2424	2	4	別段	
555	1	0x009284	page	0300	0000	2424	6	12	あなたがたと	
555	2	0x009292	page	0300	0000	2424	11	22	争うつもりはありません	
556	0	0x0092AC	page			2424	12	24	少し話を聞きたいだけです	
557	0	0x0092CE	page	1800	0001	2424	10	20	話を聞きたいねぇ……	
558	0	0x0092E6	page			2424	9	18	お偉いエルフさんは	
558	1	0x0092FA	page			2424	8	16	ものの頼みかたを	
558	2	0x00930C	page			2424	8	16	知らねえようだな	
559	0	0x009326	page	0300	0000	2424	6	12	やれやれ……	
560	0	0x00933C	page	FF00	0000	2323	9	18	お金を渡しますか？	
561	0	0x009358	page	1800	0001	2323	13	26	……で、何が聞きたいんだ？	
562	0	0x00937C	page	0300	0000	2424	5	10	メタルには	
562	1	0x009388	page	0300	0000	2424	12	24	ひどく痛めつけられたって	
562	2	0x0093A2	page	0300	0000	2424	5	10	話ですが？	
563	0	0x0093B6	page	1800	0001	2424	4	8	おまえら	
563	1	0x0093C0	page	1800	0001	2424	4	8	俺たちを	
563	2	0x0093CA	page	1800	0001	2424	8	16	笑いに来たのか？	
564	0	0x0093DE	page			2424	3	6	確かに	
564	1	0x0093E6	page			2424	6	12	ひどい有様さ	
564	2	0x0093F4	page			2424	12	24	奴らの勢いにはかなわねえ	
565	0	0x009416	page	1800	0001	2323	9	18	礼儀を知らねえ奴に	
565	1	0x00942A	page	1800	0001	2323	8	16	話すことはねえぜ	
566	0	0x009440	count			2323	4	8	周囲	
566	1	0x00944A	count			2323	4	8	ギャング	
567	0	0x009456	count				4	8	仲間	
567	1	0x009460	count				4	8	入口の男	
567	2	0x00946A	count				4	8	ギャング	
568	0	0x009476	count				7	14	無理に押し入る	
568	1	0x009486	count				7	14	引き上げる	
569	0	0x00949C	page	0200	0000		11	22	へえ、上品な店じゃない	
570	0	0x0094B6	page			2424	5	10	ギャングが	
570	1	0x0094C2	page			2424	9	18	集まるっていうから	
571	0	0x0094D8	page			2424	11	22	もっとけばけばしいのを	
571	1	0x0094F0	page			2424	6	12	想像してたわ	
572	0	0x009506	page	0200	0000	2323	7	14	こうして見ると	
572	1	0x009516	page	0200	0000	2323	9	18	普通の店なんだけど	
573	0	0x009532	page	0100	0000	2323	2	4	ちっ	
573	1	0x009538	page	0100	0000	2323	12	24	どうやら、休みのようだな	
573	2	0x009552	page	0100	0000	2323	7	14	出直すしかない	
574	0	0x00956A	page	0200	0000	2424	4	8	なぁんだ	
574	1	0x009574	page	0200	0000	2424	4	8	せっかく	
574	2	0x00957E	page	0200	0000	2424	13	26	話が聞けると思ったのに……	
575	0	0x0095A2	page	2700	0001	2323	4	8	待ちなよ	
575	1	0x0095AC	page	2700	0001	2323	4	8	あんたら	
575	2	0x0095B6	page	2700	0001	2323	11	22	どこへいくつもりだい？	
576	0	0x0095D6	page	0000	0000	2424	6	12	帰るところさ	
577	0	0x0095E6	page			2424	5	10	魔法使いに	
577	1	0x0095F2	page			2424	8	16	会いにきたんだが	
577	2	0x009604	page			2424	12	24	相手にしてもらえなくてな	
578	0	0x009626	page	2700	0001	2424	4	8	影使いに	
578	1	0x009630	page	2700	0001	2424	9	18	会いたいんだろう？	
579	0	0x009646	page			2424	6	12	こっちへ来な	
579	1	0x009654	page			2424	7	14	会わせてやるよ	
580	0	0x00966C	page	0200	0000	2323	4	8	やった！	
581	0	0x009678	page			2424	4	8	どうやら	
581	1	0x009682	page			2424	9	18	ウイザーズの面々が	
